addr,token,result
0x0d314,0xf87c7aa0,"ldr x0, [x21, x28, LSL #0x3]"
0x0d318,0xf94087a1,"ldr x1, [x29, #0x108]"
0x0d31c,0xaa1b03e7,"mov x7, x27"
0x0d320,0xf9407fa5,"ldr x5, [x29, #0xf8]"
0x0d324,0xf94083a4,"ldr x4, [x29, #0x100]"
0x0d328,0xf9000be1,"str x1, [sp, #0x10]"
0x0d32c,0xbd001bee,"str s14, [sp, #0x18]"
0x0d330,0xfd0007ec,"str d12, [sp, #0x8]"
0x0d334,0xfd0003ea,"str d10, [sp]"
0x0d338,0x9e6601a3,"fmov x3, d13"
0x0d33c,0x97fffea7,"bl 0xcdd8"
0x0d340,0xf87c7aa1,"ldr x1, [x21, x28, LSL #0x3]"
0x0d344,0x9e660162,"fmov x2, d11"
0x0d348,0xf8376820,"str x0, [x1, x23, LSL #0x0]"
0x0d34c,0xeb02039f,"cmp x28, x2"
0x0d350,0xf9408ba0,"ldr x0, [x29, #0x110]"
0x0d354,0xb5006800,"cbnz x0, 0xe054"
0x0d358,0xd379e29b,"lsl x27, x20, #0x7"
0x0d35c,0x5f435528,"shl d8, d9, 0x3"
0x0d360,0x97fffa6b,"bl 0xbd0c"
0x0d364,0x8b00027c,"add x28, x19, x0"
0x0d368,0xf900033c,"str x28, [x25]"
0x0d36c,0xf9405ba0,"ldr x0, [x29, #0xb0]"
0x0d370,0x8b17039a,"add x26, x28, x23"
0x0d374,0xcb000362,"sub x2, x27, x0"
0x0d378,0x97fff7a6,"bl 0xb210"
0x0d37c,0xf8776b80,"ldr x0, [x28, x23, LSL #0x0]"
0x0d380,0xb40001e0,"cbz x0, 0xd3bc"
0x0d384,0xf8408422,"ldr x2, [x1], #0x8"
0x0d388,0xf81f8023,"stur x3, [x1, #-0x8]"
0x0d38c,0xb50031e0,"cbnz x0, 0xd9c8"
0x0d390,0xb40000b4,"cbz x20, 0xd3a4"
0x0d394,0x97ff6c78,"bl 0xfffffffffffe8574"
0x0d398,0xf94093a0,"ldr x0, [x29, #0x120]"
0x0d39c,0x9b066c1b,"madd x27, x0, x6, x27"
0x0d3a0,0xcb00037a,"sub x26, x27, x0"
0x0d3a4,0xf940039b,"ldr x27, [x28]"
0x0d3a8,0xf8357b3b,"str x27, [x25, x21, LSL #0x3]"
0x0d3ac,0x8b170376,"add x22, x27, x23"
0x0d3b0,0xf9400781,"ldr x1, [x28, #0x8]"
0x0d3b4,0x97fff782,"bl 0xb1bc"
0x0d3b8,0xf8776b60,"ldr x0, [x27, x23, LSL #0x0]"
0x0d3bc,0xf81f8024,"stur x4, [x1, #-0x8]"
0x0d3c0,0xb50020c0,"cbnz x0, 0xd7d8"
0x0d3c4,0x97ff6c54,"bl 0xfffffffffffe8514"
0x0d3c8,0x9100239c,"add x28, x28, #0x8"
0x0d3cc,0xb100069f,"cmn x20, #0x1"
0x0d3d0,0x97ff6c44,"bl 0xfffffffffffe84e0"
0x0d3d4,0x9b187c1c,"mul x28, x0, x24"
0x0d3d8,0x8b1c0296,"add x22, x20, x28"
0x0d3dc,0xb10006c0,"adds x0, x22, #0x1"
0x0d3e0,0x54001da1,"b.ne 0xd794"
0x0d3e4,0xb7f80a80,"tbnz x0, #0x3f, 0xd534"
0x0d3e8,0xcb180feb,"neg x11, x24, LSL #0x3"
0x0d3ec,0xcb1c0027,"sub x7, x1, x28"
0x0d3f0,0x8b181261,"add x1, x19, x24, LSL #0x4"
0x0d3f4,0xcb1400f4,"sub x20, x7, x20"
0x0d3f8,0x9e67002b,"fmov d11, x1"
0x0d3fc,0x8b00005a,"add x26, x2, x0"
0x0d400,0xd1000689,"sub x9, x20, #0x1"
0x0d404,0x8b160c26,"add x6, x1, x22, LSL #0x3"
0x0d408,0x8b000034,"add x20, x1, x0"
0x0d40c,0x8b1a003a,"add x26, x1, x26"
0x0d410,0xaa1c03f5,"mov x21, x28"
0x0d414,0x9e660157,"fmov x23, d10"
0x0d418,0xf90077ab,"str x11, [x29, #0xe8]"
0x0d41c,0x8a0002a4,"and x4, x21, x0"
0x0d420,0xf9007ba7,"str x7, [x29, #0xf0]"
0x0d424,0xf9007fa6,"str x6, [x29, #0xf8]"
0x0d428,0xf8647b22,"ldr x2, [x25, x4, LSL #0x3]"
0x0d42c,0xf90083a9,"str x9, [x29, #0x100]"
0x0d430,0xf90087a4,"str x4, [x29, #0x108]"
0x0d434,0x97ff6d1c,"bl 0xfffffffffffe88a4"
0x0d438,0xf94087a4,"ldr x4, [x29, #0x108]"
0x0d43c,0xf94083a9,"ldr x9, [x29, #0x100]"
0x0d440,0xf9407fa6,"ldr x6, [x29, #0xf8]"
0x0d444,0xf9407ba7,"ldr x7, [x29, #0xf0]"
0x0d448,0xf94077ab,"ldr x11, [x29, #0xe8]"
0x0d44c,0xb50017a0,"cbnz x0, 0xd740"
0x0d450,0xf100053f,"cmp x9, #0x1"
0x0d454,0xf9000740,"str x0, [x26, #0x8]"
0x0d458,0xb50016e0,"cbnz x0, 0xd734"
0x0d45c,0x8b00037b,"add x27, x27, x0"
0x0d460,0xf8647b20,"ldr x0, [x25, x4, LSL #0x3]"
0x0d464,0xf8627804,"ldr x4, [x0, x2, LSL #0x3]"
0x0d468,0xf8627a65,"ldr x5, [x19, x2, LSL #0x3]"
0x0d46c,0x54000d81,"b.ne 0xd61c"
0x0d470,0xb10006ff,"cmn x23, #0x1"
0x0d474,0x8b0b0294,"add x20, x20, x11"
0x0d478,0x8b180129,"add x9, x9, x24"
0x0d47c,0x8b0b035a,"add x26, x26, x11"
0x0d480,0x8b18039c,"add x28, x28, x24"
0x0d484,0x8b0b00c6,"add x6, x6, x11"
0x0d488,0x8b1800e7,"add x7, x7, x24"
0x0d48c,0x54fff881,"b.ne 0xd39c"
0x0d490,0xb100077f,"cmn x27, #0x1"
0x0d494,0x54003e40,"b.eq 0xdc5c"
0x0d498,0x54001f60,"b.eq 0xd884"
0x0d49c,0xf94073a0,"ldr x0, [x29, #0xe0]"
0x0d4a0,0xcb0007f3,"neg x19, x0, LSL #0x1"
0x0d4a4,0x8b130014,"add x20, x0, x19"
0x0d4a8,0x540022cd,"b.le 0xd900"
0x0d4ac,0xf94073b5,"ldr x21, [x29, #0xe0]"
0x0d4b0,0xf94067b8,"ldr x24, [x29, #0xc8]"
0x0d4b4,0xf9406bb7,"ldr x23, [x29, #0xd0]"
0x0d4b8,0x8b151302,"add x2, x24, x21, LSL #0x4"
0x0d4bc,0x97ff6cd9,"bl 0xfffffffffffe8820"
0x0d4c0,0xf8747b01,"ldr x1, [x24, x20, LSL #0x3]"
0x0d4c4,0x8b0202e3,"add x3, x23, x2"
0x0d4c8,0xcb1402a4,"sub x4, x21, x20"
0x0d4cc,0xf8347ae1,"str x1, [x23, x20, LSL #0x3]"
0x0d4d0,0x8b020302,"add x2, x24, x2"
0x0d4d4,0xb5004580,"cbnz x0, 0xdd84"
0x0d4d8,0xb50044c1,"cbnz x1, 0xdd70"
0x0d4dc,0x140000ad,"b 0xd790"
0x0d4e0,0x5280004c,"mov w12, #0x2"
0x0d4e4,0x17fffe6b,"b 0xce90"
0x0d4e8,0xf90000df,"str xzr, [x6]"
0x0d4ec,0x35ffdfc0,"cbnz w0, 0xd0e4"
0x0d4f0,0xf94077a0,"ldr x0, [x29, #0xe8]"
0x0d4f4,0xf87c7800,"ldr x0, [x0, x28, LSL #0x3]"
0x0d4f8,0xf8776801,"ldr x1, [x0, x23, LSL #0x0]"
0x0d4fc,0xb5000b61,"cbnz x1, 0xd668"
0x0d500,0xf9005fa5,"str x5, [x29, #0xb8]"
0x0d504,0x97ff6ba8,"bl 0xfffffffffffe83a4"
0x0d508,0xf9405fa5,"ldr x5, [x29, #0xb8]"
0x0d50c,0xfd407ba8,"ldr d8, [x29, #0xf0]"
0x0d510,0xf94087a8,"ldr x8, [x29, #0x108]"
0x0d514,0xf90003e8,"str x8, [sp]"
0x0d518,0x97fff823,"bl 0xb5a4"
0x0d51c,0xf94083a1,"ldr x1, [x29, #0x100]"
0x0d520,0xf87c7804,"ldr x4, [x0, x28, LSL #0x3]"
0x0d524,0xf9407fa0,"ldr x0, [x29, #0xf8]"
0x0d528,0x97fff817,"bl 0xb584"
0x0d52c,0x54fff2c2,"b.cs 0xd384"
0x0d530,0xf8627a80,"ldr x0, [x20, x2, LSL #0x3]"
0x0d534,0xf8227a81,"str x1, [x20, x2, LSL #0x3]"
0x0d538,0xcb00036d,"sub x13, x27, x0"
0x0d53c,0xb5000321,"cbnz x1, 0xd5a0"
0x0d540,0xf100079f,"cmp x28, #0x1"
0x0d544,0xf86278c0,"ldr x0, [x6, x2, LSL #0x3]"
0x0d548,0xf82278c1,"str x1, [x6, x2, LSL #0x3]"
0x0d54c,0xeb1c005f,"cmp x2, x28"
0x0d550,0xcb0001bb,"sub x27, x13, x0"
0x0d554,0xb4fffd21,"cbz x1, 0xd4f8"
0x0d558,0xf90002df,"str xzr, [x22]"
0x0d55c,0x17ffff01,"b 0xd160"
0x0d560,0xf90000bf,"str xzr, [x5]"
0x0d564,0x97ff6b4c,"bl 0xfffffffffffe8294"
0x0d568,0x17ffff10,"b 0xd1a8"
0x0d56c,0x8b1302db,"add x27, x22, x19"
0x0d570,0xf94067a8,"ldr x8, [x29, #0xc8]"
0x0d574,0x91001361,"add x1, x27, #0x4"
0x0d578,0xf9406ba7,"ldr x7, [x29, #0xd0]"
0x0d57c,0x91000b7b,"add x27, x27, #0x2"
0x0d580,0x8b010106,"add x6, x8, x1"
0x0d584,0x8b000100,"add x0, x8, x0"
0x0d588,0x34003e81,"cbz w1, 0xdd58"
0x0d58c,0x54003e49,"b.ls 0xdd54"
0x0d590,0xb40031e0,"cbz x0, 0xdbcc"
0x0d594,0xcb0000a5,"sub x5, x5, x0"
0x0d598,0xf9406ba9,"ldr x9, [x29, #0xd0]"
0x0d59c,0xd10008a6,"sub x6, x5, #0x2"
0x0d5a0,0x8b000108,"add x8, x8, x0"
0x0d5a4,0xeb05013f,"cmp x9, x5"
0x0d5a8,0xf94073b4,"ldr x20, [x29, #0xe0]"
0x0d5ac,0xf9406bb5,"ldr x21, [x29, #0xd0]"
0x0d5b0,0x8b140c22,"add x2, x1, x20, LSL #0x3"
0x0d5b4,0x97ff6a3f,"bl 0xfffffffffffe7eb0"
0x0d5b8,0xf8747aa1,"ldr x1, [x21, x20, LSL #0x3]"
0x0d5bc,0xf8347aa2,"str x2, [x21, x20, LSL #0x3]"
0x0d5c0,0xf0000261,"adrp x1, 0x5c000"
0x0d5c4,0xf9408fa2,"ldr x2, [x29, #0x118]"
0x0d5c8,0xb50038c1,"cbnz x1, 0xdce0"
0x0d5cc,0xd10083bf,"sub sp, x29, #0x20"
0x0d5d0,0x6d4827e8,"ldp d8, d9, [sp, #0x80]"
0x0d5d4,0xa94353f3,"ldp x19, x20, [sp, #0x30]"
0x0d5d8,0x6d492fea,"ldp d10, d11, [sp, #0x90]"
0x0d5dc,0xa9445bf5,"ldp x21, x22, [sp, #0x40]"
0x0d5e0,0x6d4a37ec,"ldp d12, d13, [sp, #0xa0]"
0x0d5e4,0xa94563f7,"ldp x23, x24, [sp, #0x50]"
0x0d5e8,0x6d4b3fee,"ldp d14, d15, [sp, #0xb0]"
0x0d5ec,0xa9466bf9,"ldp x25, x26, [sp, #0x60]"
0x0d5f0,0xa94773fb,"ldp x27, x28, [sp, #0x70]"
0x0d5f4,0xa9427bfd,"ldp x29, x30, [sp, #0x20]"
0x0d5f8,0x910503ff,"add sp, sp, #0x140"
0x0d5fc,0x17fffe78,"b 0xcfdc"
0x0d600,0x540025ab,"b.lt 0xdab4"
0x0d604,0x8b130002,"add x2, x0, x19"
0x0d608,0xb5ffdf40,"cbnz x0, 0xd1f0"
0x0d60c,0x54ffff6d,"b.le 0xd5f8"
0x0d610,0xb5ffde80,"cbnz x0, 0xd1e0"
0x0d614,0x54fffe80,"b.eq 0xd5e4"
0x0d618,0xb4ffff41,"cbz x1, 0xd600"
0x0d61c,0x54ffdd8c,"b.gt 0xd1cc"
0x0d620,0xf9406bb6,"ldr x22, [x29, #0xd0]"
0x0d624,0xf94067b7,"ldr x23, [x29, #0xc8]"
0x0d628,0xcb140095,"sub x21, x4, x20"
0x0d62c,0x97ff6bbf,"bl 0xfffffffffffe8528"
0x0d630,0x8b140ee2,"add x2, x23, x20, LSL #0x3"
0x0d634,0x97ff69f1,"bl 0xfffffffffffe7df8"
0x0d638,0xf8757ac1,"ldr x1, [x22, x21, LSL #0x3]"
0x0d63c,0x8b150ec2,"add x2, x22, x21, LSL #0x3"
0x0d640,0xf8357ac3,"str x3, [x22, x21, LSL #0x3]"
0x0d644,0x54001f49,"b.ls 0xda2c"
0x0d648,0xb5001e80,"cbnz x0, 0xda18"
0x0d64c,0xb5001da1,"cbnz x1, 0xda00"
0x0d650,0x54fff441,"b.ne 0xd4d8"
0x0d654,0xf9406ba1,"ldr x1, [x29, #0xd0]"
0x0d658,0xf9000420,"str x0, [x1, #0x8]"
0x0d65c,0xf9406ba2,"ldr x2, [x29, #0xd0]"
0x0d660,0xf94073a1,"ldr x1, [x29, #0xe0]"
0x0d664,0xf94057a3,"ldr x3, [x29, #0xa8]"
0x0d668,0xf90077b9,"str x25, [x29, #0xe8]"
0x0d66c,0x97fff9cc,"bl 0xbd9c"
0x0d670,0xd2802d01,"mov x1, #0x168"
0x0d674,0x1e27000f,"fmov s15, w0"
0x0d678,0x1e27000e,"fmov s14, w0"
0x0d67c,0xd2802580,"mov x0, #0x12c"
0x0d680,0x9a810000,"csel x0, x0, x1, eq"
0x0d684,0x54ff958a,"b.ge 0xc934"
0x0d688,0x8b14029a,"add x26, x20, x20"
0x0d68c,0x97ff6bb7,"bl 0xfffffffffffe8568"
0x0d690,0x8b170380,"add x0, x28, x23"
0x0d694,0x54ffb9cd,"b.le 0xcdcc"
0x0d698,0xf8767807,"ldr x7, [x0, x22, LSL #0x3]"
0x0d69c,0xf8767abb,"ldr x27, [x21, x22, LSL #0x3]"
0x0d6a0,0x34000640,"cbz w0, 0xd768"
0x0d6a4,0xf90087a7,"str x7, [x29, #0x108]"
0x0d6a8,0x97ff6b0a,"bl 0xfffffffffffe82d0"
0x0d6ac,0x8b170361,"add x1, x27, x23"
0x0d6b0,0xf94087a7,"ldr x7, [x29, #0x108]"
0x0d6b4,0xb5000660,"cbnz x0, 0xd780"
0x0d6b8,0xf87768e0,"ldr x0, [x7, x23, LSL #0x0]"
0x0d6bc,0xb5000a60,"cbnz x0, 0xd808"
0x0d6c0,0x97ff6986,"bl 0xfffffffffffe7cd8"
0x0d6c4,0xf9000360,"str x0, [x27]"
0x0d6c8,0xb50008e0,"cbnz x0, 0xd7e4"
0x0d6cc,0xf8637b64,"ldr x4, [x27, x3, LSL #0x3]"
0x0d6d0,0xf8237b64,"str x4, [x27, x3, LSL #0x3]"
0x0d6d4,0xb5000744,"cbnz x4, 0xd7bc"
0x0d6d8,0x54ffb380,"b.eq 0xcd48"
0x0d6dc,0x35fffa00,"cbnz w0, 0xd61c"
0x0d6e0,0x97ff6b04,"bl 0xfffffffffffe82f0"
0x0d6e4,0xb4fff9e0,"cbz x0, 0xd620"
0x0d6e8,0x97ff6b21,"bl 0xfffffffffffe836c"
0x0d6ec,0xb4fff8c4,"cbz x4, 0xd604"
0x0d6f0,0x8b000080,"add x0, x4, x0"
0x0d6f4,0xf9000380,"str x0, [x28]"
0x0d6f8,0x54fff7ed,"b.le 0xd5f4"
0x0d6fc,0xf9400780,"ldr x0, [x28, #0x8]"
0x0d700,0xf9000780,"str x0, [x28, #0x8]"
0x0d704,0xf8637b84,"ldr x4, [x28, x3, LSL #0x3]"
0x0d708,0xf8237b84,"str x4, [x28, x3, LSL #0x3]"
0x0d70c,0xb5fff684,"cbnz x4, 0xd5dc"
0x0d710,0x97ff6afe,"bl 0xfffffffffffe8308"
0x0d714,0x8b010004,"add x4, x0, x1"
0x0d718,0xd37df023,"lsl x3, x1, #0x3"
0x0d71c,0xf8617840,"ldr x0, [x2, x1, LSL #0x3]"
0x0d720,0xf8217840,"str x0, [x2, x1, LSL #0x3]"
0x0d724,0xb5ffc100,"cbnz x0, 0xcf44"
0x0d728,0x5400132d,"b.le 0xd98c"
0x0d72c,0xf94067a4,"ldr x4, [x29, #0xc8]"
0x0d730,0xf8636880,"ldr x0, [x4, x3, LSL #0x0]"
0x0d734,0xf8236881,"str x1, [x4, x3, LSL #0x0]"
0x0d738,0xb50001e0,"cbnz x0, 0xd774"
0x0d73c,0x54ffff2a,"b.ge 0xd720"
0x0d740,0xcb0107f3,"neg x19, x1, LSL #0x1"
0x0d744,0xf8606841,"ldr x1, [x2, x0, LSL #0x0]"
0x0d748,0xf8206841,"str x1, [x2, x0, LSL #0x0]"
0x0d74c,0x17fffdda,"b 0xceb4"
0x0d750,0x17fffeb7,"b 0xd22c"
0x0d754,0x8b000c82,"add x2, x4, x0, LSL #0x3"
0x0d758,0xf8207883,"str x3, [x4, x0, LSL #0x3]"
0x0d75c,0xb5ffb9a1,"cbnz x1, 0xce90"
0x0d760,0x54ffb94d,"b.le 0xce88"
0x0d764,0xb5ffb8c0,"cbnz x0, 0xce7c"
0x0d768,0xb5ffb7e1,"cbnz x1, 0xce64"
0x0d76c,0x17fffdbb,"b 0xce58"
0x0d770,0x54ffd120,"b.eq 0xd194"
0x0d774,0x54ffd0ed,"b.le 0xd190"
0x0d778,0xf94067aa,"ldr x10, [x29, #0xc8]"
0x0d77c,0x91000f65,"add x5, x27, #0x3"
0x0d780,0x8b000367,"add x7, x27, x0"
0x0d784,0x8b050148,"add x8, x10, x5"
0x0d788,0x8b050125,"add x5, x9, x5"
0x0d78c,0x8b010129,"add x9, x9, x1"
0x0d790,0x2a050105,"orr w5, w8, w5"
0x0d794,0x9a869021,"csel x1, x1, x6, ls"
0x0d798,0xf8607844,"ldr x4, [x2, x0, LSL #0x3]"
0x0d79c,0xf8207864,"str x4, [x3, x0, LSL #0x3]"
0x0d7a0,0xcb0100c6,"sub x6, x6, x1"
0x0d7a4,0x8b010109,"add x9, x8, x1"
0x0d7a8,0xf9406ba8,"ldr x8, [x29, #0xd0]"
0x0d7ac,0x8b040088,"add x8, x4, x4"
0x0d7b0,0x3ce56920,"ldr q0, [x9, x5]"
0x0d7b4,0xeb06011f,"cmp x8, x6"
0x0d7b8,0x54ffca41,"b.ne 0xd100"
0x0d7bc,0x17fffe53,"b 0xd108"
0x0d7c0,0x54ffc9c0,"b.eq 0xd0f8"
0x0d7c4,0x17fffe48,"b 0xd0e4"
0x0d7c8,0x97ff67aa,"bl 0xfffffffffffe7670"
0x0d7cc,0x17fffcc0,"b 0xcacc"
0x0d7d0,0xb00001a2,"adrp x2, 0x42000"
0x0d7d4,0xb00001a0,"adrp x0, 0x42000"
0x0d7d8,0x9129a042,"add x2, x2, #0xa68"
0x0d7dc,0x52803821,"mov w1, #0x1c1"
0x0d7e0,0x97ff697f,"bl 0xfffffffffffe7ddc"
0x0d7e4,0x54ffee80,"b.eq 0xd5b4"
0x0d7e8,0x912a0042,"add x2, x2, #0xa80"
0x0d7ec,0x52803ae1,"mov w1, #0x1d7"
0x0d7f0,0x97ff696e,"bl 0xfffffffffffe7da8"
0x0d7f4,0x17fffe28,"b 0xd094"
0x0d7f8,0x17fffc5d,"b 0xc96c"
0x0d7fc,0x97ff69ba,"bl 0xfffffffffffe7ee4"
0x0d800,0x9ac12802,"asr x2, x0, x1"
0x0d804,0x9ac12000,"lsl x0, x0, x1"
0x0d808,0xd10383ff,"sub sp, sp, #0xe0"
0x0d80c,0xf0000260,"adrp x0, 0x5c000"
0x0d810,0x9e67008c,"fmov d12, x4"
0x0d814,0x1a9f17f4,"cset w20, eq"
0x0d818,0x9e6700ad,"fmov d13, x5"
0x0d81c,0x2a0603e1,"mov w1, w6"
0x0d820,0x2a0603fc,"mov w28, w6"
0x0d824,0x0a020294,"and w20, w20, w2"
0x0d828,0x97ff6bc6,"bl 0xfffffffffffe8740"
0x0d82c,0x54002741,"b.ne 0xdd14"
0x0d830,0x11000781,"add w1, w28, #0x1"
0x0d834,0xf81f0ebf,"str xzr, [x21, #-0x10]!"
0x0d838,0x97ff6a50,"bl 0xfffffffffffe8178"
0x0d83c,0x9adc2021,"lsl x1, x1, x28"
0x0d840,0x97ff6a4b,"bl 0xfffffffffffe816c"
0x0d844,0x37f826dc,"tbnz w28, #0x1f, 0xdd1c"
0x0d848,0x54ffff6a,"b.ge 0xd834"
0x0d84c,0x540025cd,"b.le 0xdd04"
0x0d850,0x5100078c,"sub w12, w28, #0x1"
0x0d854,0x9100226a,"add x10, x19, #0x8"
0x0d858,0x8b0c0e6c,"add x12, x19, x12, LSL #0x3"
0x0d85c,0xb94000a0,"ldr w0, [x5]"
0x0d860,0x710004ff,"cmp w7, #0x1"
0x0d864,0xb82f7820,"str w0, [x1, x15, LSL #0x2]"
0x0d868,0x54001fa0,"b.eq 0xdc5c"
0x0d86c,0xb94004a0,"ldr w0, [x5, #0x4]"
0x0d870,0x71000cff,"cmp w7, #0x3"
0x0d874,0xb9000420,"str w0, [x1, #0x4]"
0x0d878,0xb81f4100,"stur w0, [x8, #-0xc]"
0x0d87c,0x54001e81,"b.ne 0xdc4c"
0x0d880,0xb94008a3,"ldr w3, [x5, #0x8]"
0x0d884,0x2a0703ed,"mov w13, w7"
0x0d888,0x0b030063,"add w3, w3, w3"
0x0d88c,0xb9000823,"str w3, [x1, #0x8]"
0x0d890,0xb81f8103,"stur w3, [x8, #-0x8]"
0x0d894,0x4b07004b,"sub w11, w2, w7"
0x0d898,0xd37e7ce7,"ubfizx7, x7, #0x2, #0x20"
0x0d89c,0x51001164,"sub w4, w11, #0x4"
0x0d8a0,0x53027c84,"lsr w4, w4, #0x2"
0x0d8a4,0x8b0700ae,"add x14, x5, x7"
0x0d8a8,0x8b070027,"add x7, x1, x7"
0x0d8ac,0x52800008,"mov w8, #0x0"
0x0d8b0,0x531e7480,"lsl w0, w4, #0x2"
0x0d8b4,0x3ce369c0,"ldr q0, [x14, x3]"
0x0d8b8,0x6b08009f,"cmp w4, w8"
0x0d8bc,0x3ca368e0,"str q0, [x7, x3]"
0x0d8c0,0x3ca368c2,"str q2, [x6, x3]"
0x0d8c4,0x6b0b001f,"cmp w0, w11"
0x0d8c8,0x0b0001a0,"add w0, w13, w0"
0x0d8cc,0xb860d8a3,"ldr w3, [x5, w0, SXTW #0x2]"
0x0d8d0,0x0b000047,"add w7, w2, w0"
0x0d8d4,0x937e7c04,"sbfizx4, x0, #0x2, #0x20"
0x0d8d8,0xb820d823,"str w3, [x1, w0, SXTW #0x2]"
0x0d8dc,0x6b0200df,"cmp w6, w2"
0x0d8e0,0xb827d823,"str w3, [x1, w7, SXTW #0x2]"
0x0d8e4,0x5400024a,"b.ge 0xd92c"
0x0d8e8,0x91001087,"add x7, x4, #0x4"
0x0d8ec,0x0b0200c6,"add w6, w6, w2"
0x0d8f0,0xb86768a3,"ldr w3, [x5, x7, LSL #0x0]"
0x0d8f4,0xb8276823,"str w3, [x1, x7, LSL #0x0]"
0x0d8f8,0xb826d823,"str w3, [x1, w6, SXTW #0x2]"
0x0d8fc,0x0b000040,"add w0, w2, w0"
0x0d900,0xb86468a3,"ldr w3, [x5, x4, LSL #0x0]"
0x0d904,0xb8246823,"str w3, [x1, x4, LSL #0x0]"
0x0d908,0x9100214a,"add x10, x10, #0x8"
0x0d90c,0xeb0c015f,"cmp x10, x12"
0x0d910,0x540006a0,"b.eq 0xd9e4"
0x0d914,0x93407c4f,"sxtw x15, w2"
0x0d918,0xf9400141,"ldr x1, [x10]"
0x0d91c,0x910011e4,"add x4, x15, #0x4"
0x0d920,0xf85f8145,"ldur x5, [x10, #-0x8]"
0x0d924,0xd37ef484,"lsl x4, x4, #0x2"
0x0d928,0x9100402e,"add x14, x1, #0x10"
0x0d92c,0x8b040028,"add x8, x1, x4"
0x0d930,0x910040ad,"add x13, x5, #0x10"
0x0d934,0x8b06002b,"add x11, x1, x6"
0x0d938,0x1a9f37f0,"cset w16, cs"
0x0d93c,0xeb0d017f,"cmp x11, x13"
0x0d940,0xeb0501df,"cmp x14, x5"
0x0d944,0xeb0d003f,"cmp x1, x13"
0x0d948,0x7100205f,"cmp w2, #0x8"
0x0d94c,0x2a030000,"orr w0, w0, w3"
0x0d950,0x0a0001a0,"and w0, w13, w0"
0x0d954,0x2a070203,"orr w3, w16, w7"
0x0d958,0x1a9fc7e3,"cset w3, le"
0x0d95c,0xeb0b01df,"cmp x14, x11"
0x0d960,0x34000120,"cbz w0, 0xd984"
0x0d964,0xd3420ca7,"ubfx x7, x5, #0x2, #0x2"
0x0d968,0xcb0703e7,"neg x7, x7"
0x0d96c,0x120004e7,"and w7, w7, #0x3"
0x0d970,0x6b07005f,"cmp w2, w7"
0x0d974,0x1a879047,"csel w7, w2, w7, ls"
0x0d978,0x35fff227,"cbnz w7, 0xd7bc"
0x0d97c,0xb86878a7,"ldr w7, [x5, x8, LSL #0x2]"
0x0d980,0x0b0700e7,"add w7, w7, w7"
0x0d984,0xb8287827,"str w7, [x1, x8, LSL #0x2]"
0x0d988,0x110004e7,"add w7, w7, #0x1"
0x0d98c,0xb8287967,"str w7, [x11, x8, LSL #0x2]"
0x0d990,0x6b08005f,"cmp w2, w8"
0x0d994,0x54fff9a1,"b.ne 0xd8c8"
0x0d998,0x51000421,"sub w1, w1, #0x1"
0x0d99c,0x3607ff80,"tbz w0, #0x0, 0xd98c"
0x0d9a0,0x9adc2ae1,"asr x1, x23, x28"
0x0d9a4,0xf1000423,"subs x3, x1, #0x1"
0x0d9a8,0x9adc2000,"lsl x0, x0, x28"
0x0d9ac,0x9adc205b,"lsl x27, x2, x28"
0x0d9b0,0x9100f822,"add x2, x1, #0x3e"
0x0d9b4,0x8b3cc021,"add x1, x1, w28, SXTW "
0x0d9b8,0x9a834042,"csel x2, x2, x3, mi"
0x0d9bc,0x9ac00c21,"sdiv x1, x1, x0"
0x0d9c0,0x9b00003a,"madd x26, x1, x0, x0"
0x0d9c4,0x9100ff41,"add x1, x26, #0x3f"
0x0d9c8,0x9a9ab021,"csel x1, x1, x26, lt"
0x0d9cc,0x6b1f029f,"cmp w20, wzr"
0x0d9d0,0x9346fc39,"asr x25, x1, #0x6"
0x0d9d4,0x8b000328,"add x8, x25, x0"
0x0d9d8,0x8a000119,"and x25, x8, x0"
0x0d9dc,0xd37ae73a,"lsl x26, x25, #0x6"
0x0d9e0,0x97ff6961,"bl 0xfffffffffffe7f64"
0x0d9e4,0x9ac022e0,"lsl x0, x23, x0"
0x0d9e8,0xea19003f,"tst x1, x25"
0x0d9ec,0xeb16033f,"cmp x25, x22"
0x0d9f0,0x54000dea,"b.ge 0xdbac"
0x0d9f4,0x91000722,"add x2, x25, #0x1"
0x0d9f8,0x9adc2b57,"asr x23, x26, x28"
0x0d9fc,0x9b027f62,"mul x2, x27, x2"
0x0da00,0xf9004faa,"str x10, [x29, #0x98]"
0x0da04,0x97ff6977,"bl 0xfffffffffffe7fe0"
0x0da08,0x97ff6973,"bl 0xfffffffffffe7fd4"
0x0da0c,0xf90003fa,"str x26, [sp]"
0x0da10,0xf94053ab,"ldr x11, [x29, #0xa0]"
0x0da14,0xaa1703e7,"mov x7, x23"
0x0da18,0x9e660106,"fmov x6, d8"
0x0da1c,0x9e660145,"fmov x5, d10"
0x0da20,0x97fff4a9,"bl 0xacc4"
0x0da24,0xf9404faa,"ldr x10, [x29, #0x98]"
0x0da28,0x34000694,"cbz w20, 0xdaf8"
0x0da2c,0xd1000761,"sub x1, x27, #0x1"
0x0da30,0x9b026421,"madd x1, x1, x2, x25"
0x0da34,0x97ff695e,"bl 0xfffffffffffe7fac"
